Journal,SJR_2024
International Forum of Allergy and Rhinology,1.412
Stress and Health,1.412
Regional Anesthesia and Pain Medicine,1.411
Redox Report,1.41
Harm Reduction Journal,1.409
Public Health Reports,1.408
Translational Oncology,1.408
Research on Child and Adolescent Psychopathology,1.407
Evolutionary Anthropology,1.405
ESC Heart Failure,1.403
Journal of Cancer Survivorship,1.402
Heart Failure Reviews,1.401
Lupus Science and Medicine,1.401
American Journal of Nephrology,1.4
JCPP Advances,1.4
Prevention Science,1.398
Chemical Record,1.397
Journal of Diabetes Science and Technology,1.397
Artificial Intelligence in Medicine,1.396
Acta Ophthalmologica,1.393
Clinical Kidney Journal,1.393
Frontiers in Cellular and Infection Microbiology,1.393
American Journal of Physiology - Endocrinology and Metabolism,1.392
Conflict and Health,1.392
Neuroepidemiology,1.391
Plant and Cell Physiology,1.391
American Journal of Physiology - Gastrointestinal and Liver Physiology,1.39
Obesity Facts,1.39
JACC: Advances,1.388
Biomaterials Translational,1.386
Journal of Healthcare Informatics Research,1.385
Journal of Telemedicine and Telecare,1.384
ACS Chemical Biology,1.383
International Journal of Molecular Medicine,1.381
Therapeutic Advances in Endocrinology and Metabolism,1.381
Drug Delivery,1.38
Perspectives on Medical Education,1.379
American Journal of Geriatric Psychiatry,1.378
Arthroplasty,1.378
Best Practice and Research: Clinical Obstetrics and Gynaecology,1.377
International Journal of Food Contamination,1.377
Bone and Joint Research,1.376
Disability and Health Journal,1.376
Investigative Ophthalmology and Visual Science,1.376
Neurology and Therapy,1.376
BMC Psychiatry,1.375
Foot and Ankle International,1.375
Biostatistics,1.372
Health Policy and Planning,1.372
Ophthalmology Glaucoma,1.372
British Journal of General Practice,1.371
Health Expectations,1.371
International Psychogeriatrics,1.37
Journal of Tissue Engineering,1.37
PLoS Neglected Tropical Diseases,1.37
Psychology of Addictive Behaviors,1.37
Therapeutic Advances in Gastroenterology,1.37
Immune Network,1.368
Cephalalgia,1.367
ERJ Open Research,1.367
Liver Transplantation,1.367
Chinese Medical Journal Pulmonary and Critical Care Medicine,1.366
Sports Health,1.366
American Journal of Community Psychology,1.365
Cardiac Failure Review,1.365
American Journal of Physiology - Renal Fluid and Electrolyte Physiology,1.363
Health Policy,1.363
Health Technology Assessment,1.361
Behavioral and Brain Functions,1.36
Journal of Geriatric Oncology,1.36
Advances in Health Sciences Education,1.359
BMC Public Health,1.359
eGastroenterology,1.358
Journal of Pain,1.357
Aging and Mental Health,1.356
Archives of Disease in Childhood: Fetal and Neonatal Edition,1.354
Journal of Neurosurgery,1.354
Orthopaedics and Traumatology: Surgery and Research,1.354
New Directions for Child and Adolescent Development,1.353
Journal of Sport Management,1.352
Breast Cancer Research and Treatment,1.351
Health Economics (United Kingdom),1.351
JMIR Aging,1.35
Journal of Quantitative Criminology,1.349
Clinics in Liver Disease,1.348
Journal of the Medical Library Association,1.348
Therapeutic Advances in Musculoskeletal Disease,1.348
Journal of Huntington's Disease,1.347
European Journal of Nutrition,1.346
Exercise and Sport Sciences Reviews,1.346
Clinical Chemistry,1.345
Gut and Liver,1.344
Cancer Prevention Research,1.342
Current Opinion in Lipidology,1.342
Clinical and Translational Allergy,1.341
"Psychology and Psychotherapy: Theory, Research and Practice",1.341
"Sport, Education and Society",1.34
Clinical Orthopaedics and Related Research,1.339
Medical Care Research and Review,1.338
Occupational and Environmental Medicine,1.338
Internet Interventions,1.336
Journal of Leukocyte Biology,1.336
BMC Geriatrics,1.335
Current Treatment Options in Oncology,1.335
Contraception,1.334
Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1.334
Journal of Clinical Anesthesia,1.333
European Heart Journal: Acute Cardiovascular Care,1.332
BMJ Open Sport and Exercise Medicine,1.33
"Cyberpsychology, Behavior, and Social Networking",1.33
Oncology and Therapy,1.33
BioFactors,1.329
Clinical Neurophysiology,1.329
Peritoneal Dialysis International,1.327
Counselling and Psychotherapy Research,1.326
Journal of Psychiatry and Neuroscience,1.326
Oral Oncology,1.326
Remedial and Special Education,1.326
Health Research Policy and Systems,1.325
International Journal of Bipolar Disorders,1.325
Transplantation,1.325
Seminars in Nuclear Medicine,1.324
Cortex,1.323
International Journal of Infectious Diseases,1.323
Journal of Clinical Nursing,1.322
Neurorehabilitation and Neural Repair,1.322
FASEB Journal,1.319
Journal of Science and Medicine in Sport,1.319
DMM Disease Models and Mechanisms,1.318
Women and Birth,1.318
Academic Pediatrics,1.316
Journal of Neurosurgery: Spine,1.315
Journal of the American Academy of Dermatology,1.315
Life Sciences,1.315
Antibody Therapeutics,1.314
American Journal of Pathology,1.313
International Journal of Hygiene and Environmental Health,1.313
Bipolar Disorders,1.312
Emerging Themes in Epidemiology,1.312
IEEE Transactions on Neural Systems and Rehabilitation Engineering,1.31
Journal of Women's Health,1.31
Clinical and Experimental Immunology,1.308
GeoHealth,1.308
Journal of Psychosomatic Research,1.308
Veterinary Quarterly,1.308
Clinical and Experimental Metastasis,1.307
European Physical Education Review,1.306
International Journal of Nanomedicine,1.306
Journal of the National Cancer Institute - Monographs,1.306
Trends in Parasitology,1.306
Clinical Pharmacokinetics,1.305
European Journal of Pain,1.303
BJPsych Open,1.302
Chemical and Biomedical Imaging,1.302
Journal of Molecular Cell Biology,1.3
Neurospine,1.297
International Journal of Heart Failure,1.296
Journal of Neurodevelopmental Disorders,1.296
American Journal of Obstetrics and Gynecology MFM,1.295
"Allergy, Asthma and Immunology Research",1.294
Journal of Molecular Diagnostics,1.294
Journal of Neuroendocrinology,1.294
International Journal of Social Psychiatry,1.292
World Journal of Biological Psychiatry,1.292
Animal Microbiome,1.291
Applied Health Economics and Health Policy,1.291
Journal of Medical Virology,1.291
Physiologia Plantarum,1.291
Journal of Trauma and Acute Care Surgery,1.29
JMIR Public Health and Surveillance,1.289
Research and Practice for Persons with Severe Disabilities,1.288
JID Innovations,1.287
Journal of NeuroEngineering and Rehabilitation,1.287
Journal of Personality Assessment,1.287
Stem Cells,1.287
Advances in Anatomic Pathology,1.286
Journal of Intensive Care,1.286
Clinical and Translational Gastroenterology,1.285
Journal of Immunotherapy and Precision Oncology,1.285
American Journal of Bioethics,1.284
Archives of Gerontology and Geriatrics,1.282
Journal of Nutritional Biochemistry,1.28
Justice Quarterly,1.28
Neurogastroenterology and Motility,1.28
Clinical Immunology,1.279
Health Psychology,1.279
Antimicrobial Resistance and Infection Control,1.278
Asia-Pacific Journal of Ophthalmology,1.277
International Review of Psychiatry,1.276
Current Research in Microbial Sciences,1.275
Reproductive Health,1.275
Acta Obstetricia et Gynecologica Scandinavica,1.274
Forensic Science International: Genetics,1.273
International Journal of Molecular Sciences,1.273
World Allergy Organization Journal,1.273
Eye (Basingstoke),1.272
Virchows Archiv,1.272
Computerized Medical Imaging and Graphics,1.27
Inflammation,1.27
Inflammopharmacology,1.269
Orphanet Journal of Rare Diseases,1.269
Pediatric Allergy and Immunology,1.269
Global Mental Health,1.268
Scandinavian Journal of Public Health,1.268
Statistics in Medicine,1.268
npj Science of Food,1.268
Expert Opinion on Investigational Drugs,1.267
Journal of Clinical Lipidology,1.267
Eating Disorders,1.266
Surgery for Obesity and Related Diseases,1.266
Health and Quality of Life Outcomes,1.265
Muscle and Nerve,1.265
Psychophysiology,1.265
Reproductive Biology and Endocrinology,1.265
Journal of Healthcare Leadership,1.264
Journal of Orthopaedics and Traumatology,1.264
BMJ Health and Care Informatics,1.263
Journal of Prosthetic Dentistry,1.263
Journal of the American Academy of Orthopaedic Surgeons,1.26
Administration and Policy in Mental Health and Mental Health Services Research,1.258
Cancer Epidemiology,1.258
Orthopaedic Journal of Sports Medicine,1.258
Biometrics,1.257
Borderline Personality Disorder and Emotion Dysregulation,1.257
Journal of Biomedical Informatics,1.257
Current Opinion in Ophthalmology,1.256
Insights into Imaging,1.256
Theoretical and Applied Genetics,1.256
Hematology/Oncology Clinics of North America,1.255
Aesthetic Surgery Journal,1.254
Child Psychiatry and Human Development,1.254
Frontiers of Medicine,1.254
Journal of Epidemiology,1.254
Laboratory Investigation,1.254
Medical Teacher,1.254
Drugs and Aging,1.252
International Reviews of Immunology,1.252
AIDS and Behavior,1.251
Journal of Neuroimmune Pharmacology,1.251
Bone,1.25
European Journal of Anaesthesiology,1.25
JCO Clinical Cancer Informatics,1.25
Pain Reports,1.25
Temperature,1.25
"Brain, Behavior, and Immunity - Health",1.249
CPT: Pharmacometrics and Systems Pharmacology,1.249
Contact Lens and Anterior Eye,1.249
Endoscopy,1.249
Neurosurgery,1.249
Journal of Magnetic Resonance Imaging,1.248
"Substance Abuse: Treatment, Prevention, and Policy",1.248
Vaccine,1.248
"Work, Aging and Retirement",1.248
Frontiers of Neurology and Neuroscience,1.247
Korean Journal of Radiology,1.247
Brain Structure and Function,1.245
Implementation Science Communications,1.245
Clinical Hematology International,1.244
Journal of Eating Disorders,1.243
Nutrition and Metabolism,1.243
Translational Lung Cancer Research,1.243
Global Health Research and Policy,1.242
ACS Synthetic Biology,1.241
BJS Open,1.241
European Review of Aging and Physical Activity,1.241
American Journal of Physiology - Lung Cellular and Molecular Physiology,1.24
Lipids in Health and Disease,1.24
International Immunopharmacology,1.239
British Journal of Criminology,1.238
Database : the journal of biological databases and curation,1.238
Current Opinion in HIV and AIDS,1.237
Patient Education and Counseling,1.237
Advances in Therapy,1.236
Journal of Psychopathology and Clinical Science,1.236
Journal of Inherited Metabolic Disease,1.234
Journal of the American College of Surgeons,1.234
Annals of Gastroenterological Surgery,1.233
Journal of Cardiopulmonary Rehabilitation and Prevention,1.233
Physical Education and Sport Pedagogy,1.233
Archives of Women's Mental Health,1.232
Esophagus,1.232
Sleep Medicine,1.231
ACS Pharmacology and Translational Science,1.23
Calcified Tissue International,1.23
"Journal of Nutrition, Health and Aging",1.23
Biomedical Signal Processing and Control,1.229
"Protein Engineering, Design and Selection",1.229
Autonomic Neuroscience: Basic and Clinical,1.227
Annals of Thoracic Surgery,1.226
International Journal of Oncology,1.226
Reproductive BioMedicine Online,1.226
Academic Emergency Medicine,1.225
Cellular and Molecular Neurobiology,1.225
Infant Mental Health Journal,1.224
Public Health,1.224
Maternal and Child Nutrition,1.223
Plastic and Reconstructive Surgery,1.222
International Journal of Geriatric Psychiatry,1.221
Nutrition Journal,1.221
CMAJ Open,1.22
Cancer Cytopathology,1.22
Endoscopic Ultrasound,1.22
Frontiers in Pharmacology,1.22
Clinical and Translational Science,1.219
Maturitas,1.218
International Journal of Medical Microbiology,1.217
Women's Health Issues,1.217
Anatomical Sciences Education,1.216
Cell Structure and Function,1.216
DNA Research,1.216
Paediatric and Perinatal Epidemiology,1.216
Spine,1.216
AIDS Patient Care and STDs,1.215
Journal of Endocrinological Investigation,1.215
Kidney Medicine,1.214
Chinese Medical Journal,1.213
Psycho-Oncology,1.213
Schizophrenia Research,1.213
Journal of Mental Health,1.212
Topics in Early Childhood Special Education,1.212
CONTINUUM Lifelong Learning in Neurology,1.211
AIDS,1.209
Experimental Dermatology,1.209
Journal of Antimicrobial Chemotherapy,1.209
JCO Global Oncology,1.207
Pediatric Diabetes,1.207
Journal of Pain and Symptom Management,1.205
Annals of Medicine,1.204
Journal of Immunotherapy,1.203
Molecular Human Reproduction,1.203
Archives of Pathology and Laboratory Medicine,1.202
Cancer Biology and Therapy,1.202
Journal of Experimental Psychology: Human Perception and Performance,1.202
One Health,1.202
Science in One Health,1.202
Seminars in Oncology,1.202
Cancer Medicine,1.201
Annals of Epidemiology,1.2
Biomedical Journal,1.2
Expert Opinion on Therapeutic Patents,1.2
Journal of Biological Rhythms,1.2
Journal of Innate Immunity,1.2
Nanotheranostics,1.2
Parkinsonism and Related Disorders,1.199
Therapeutic Advances in Infectious Disease,1.197
Precision Clinical Medicine,1.195
Food and Function,1.194
Journal of Endocrinology,1.194
Journal of Clinical Virology,1.193
Sociology of Health and Illness,1.193
American Journal of Hypertension,1.192
Frontiers in Psychiatry,1.192
Plant Molecular Biology,1.192
Health Equity,1.191
Child Maltreatment,1.19
Clinical Trials,1.189
International Journal of Medical Informatics,1.189
Journal of Addiction Medicine,1.188
Journal of Strength and Conditioning Research,1.188
Addiction Science and Clinical Practice,1.187
Clinical Colorectal Cancer,1.187
Journal of Cardiovascular Electrophysiology,1.187
Ophthalmology and Therapy,1.187
Therapeutic Advances in Psychopharmacology,1.187
Biological Research,1.186
Plant Science,1.186
Psychiatry Research - Neuroimaging,1.186
Journal of Traumatic Stress,1.185
Current Research in Neurobiology,1.184
Journal of Refractive Surgery,1.183
Endocrine Practice,1.182
Immunometabolism (United States),1.182
Korean Journal of Anesthesiology,1.182
Cancer Causes and Control,1.181
Journal of Gastroenterology and Hepatology (Australia),1.18
Therapeutic Advances in Hematology,1.18
Cell and Tissue Research,1.179
Clinical Autonomic Research,1.179
BMC Cancer,1.178
Ethnicity and Health,1.178
Neurocritical Care,1.177
Exposure and Health,1.176
BMC Health Services Research,1.174
Current Opinion in Infectious Diseases,1.174
Helicobacter,1.174
NanoImpact,1.174
Frontiers in Microbiology,1.172
Gastroenterology Clinics of North America,1.172
Health Reports,1.172
Journal of Global Health,1.172
Pediatric Research,1.171
JOR Spine,1.17
Nonlinear Analysis: Real World Applications,1.168
Animal Models and Experimental Medicine,1.167
European Journal of Clinical Investigation,1.167
Infection,1.167
International Journal of Health Policy and Management,1.167
BMJ Open Gastroenterology,1.166
Current Tropical Medicine Reports,1.166
European Journal of Internal Medicine,1.166
Journal of Alzheimer's Disease,1.166
Journal of the Academy of Nutrition and Dietetics,1.166
Journal of Cancer Policy,1.165
Therapeutic Advances in Drug Safety,1.165
International Journal of Food Microbiology,1.163
Expert Review of Neurotherapeutics,1.162
Anesthesia and Analgesia,1.161
European Journal of Sport Science,1.161
Journal of Endourology,1.161
Magnetic Resonance in Medicine,1.161
Kidney Research and Clinical Practice,1.16
Obesity Pillars,1.16
Seminars in Fetal and Neonatal Medicine,1.16
Addiction Biology,1.159
Ageing and Society,1.159
British Journal of Mathematical and Statistical Psychology,1.159
Health Education and Behavior,1.159
Journal of Materials Chemistry B,1.159
Immunology and Cell Biology,1.157
